id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1498918622059798532,1498918622059798532,1646205022000.0,2022-03-02 08:10:22,+0200,,"From 24-28 Feb, we recorded 550 civilian casualties in context of the Russia’s military action against #Ukraine: 142 killed, incl 13 children; 408 injured, incl 26 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update— https://t.co/lNWHqVm1s6  https://t.co/aOZExKWGnQ",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,3,08,https://twitter.com/UNHumanRightsUA/status/1498918622059798532,['https://ukraine.un.org/en/173612-ukraine-civilian-casualties-2400-28-february-2022'],['https://pbs.twimg.com/media/FM053F0XoAM2wP2.jpg'],1,https://pbs.twimg.com/media/FM053F0XoAM2wP2.jpg,False,103,29,75,,None,,,,,,,[],,,,
1499126009085497345,1499126009085497345,1646254467000.0,2022-03-02 21:54:27,+0200,,"From 24 Feb—1 March, we recorded 752 civilian casualties in context of the Russia’s military action against #Ukraine: 227 killed, incl 15 children; 525 injured, incl 28 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update— https://t.co/hy7acxKBfz  https://t.co/yiZGbpw0vV",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,3,21,https://twitter.com/UNHumanRightsUA/status/1499126009085497345,['https://ukraine.un.org/index.php/en/173719-civilian-casualties-2400-1-march-2022'],['https://pbs.twimg.com/media/FM33FuuXMAM3bXX.png'],1,https://pbs.twimg.com/media/FM33FuuXMAM3bXX.png,False,1941,198,1010,,None,,,,,,,[],,,,
1499460762330402825,1499460762330402825,1646334279000.0,2022-03-03 20:04:39,+0200,,"From 24 Feb—2 March, we recorded 802 civilian casualties in context of the Russia’s military action against #Ukraine: 249 killed, incl 17 children; 553 injured, incl 30 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update— https://t.co/xvHAEImZzx  https://t.co/K7yRvaIvGW",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,4,20,https://twitter.com/UNHumanRightsUA/status/1499460762330402825,['https://ukraine.un.org/en/173826-ukraine-civilian-casualties-2400-2-march-2022'],['https://pbs.twimg.com/media/FM8aZvXWYAAGuA7.png'],1,https://pbs.twimg.com/media/FM8aZvXWYAAGuA7.png,False,781,106,457,,None,,,,,,,[],,,,
1499785706222329870,1499785706222329870,1646411751000.0,2022-03-04 17:35:51,+0200,,"From 24 Feb—3 March, we recorded 1,006 civilian casualties in context of Russia’s military action against #Ukraine: 331 killed, incl 19 children; 675 injured, incl 31 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update  https://t.co/AYvSuukINj  https://t.co/i6HDywZEk4",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,5,17,https://twitter.com/UNHumanRightsUA/status/1499785706222329870,['https://ukraine.un.org/en/173923-ukraine-civilian-casualties-2400-3-march-2022'],['https://pbs.twimg.com/media/FNBOzQQXIAYt1Le.png'],1,https://pbs.twimg.com/media/FNBOzQQXIAYt1Le.png,False,263,30,279,,None,,,,,,,[],,,,
1500121254136848390,1500121254136848390,1646491752000.0,2022-03-05 15:49:12,+0200,,"From 24 Feb—4 March, we recorded 1,058 civilian casualties in context of Russia’s military action against #Ukraine: 351 killed, incl 22 children; 707 injured, incl 36 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update  https://t.co/q4Qfs3W4uV  https://t.co/QmITDereSH",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,6,15,https://twitter.com/UNHumanRightsUA/status/1500121254136848390,['https://ukraine.un.org/en/173987-ukraine-civilian-casualties-2400-4-march-2022'],['https://pbs.twimg.com/media/FNGADpDWYAEXybX.jpg'],1,https://pbs.twimg.com/media/FNGADpDWYAEXybX.jpg,False,36,3,39,,None,,,,,,,[],,,,
1500490159208468483,1500490159208468483,1646579706000.0,2022-03-06 16:15:06,+0200,,"From 24 Feb—5 March, we recorded 1,123 civilian casualties in context of Russia’s military action against #Ukraine: 364 killed, incl 25 children; 759 injured, incl 41 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update  https://t.co/S2ZRXtSVKf  https://t.co/ZL3sDDM5Za",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,7,16,https://twitter.com/UNHumanRightsUA/status/1500490159208468483,['https://ukraine.un.org/en/174001-ukraine-civilian-casualties-2400-5-march-2022'],['https://pbs.twimg.com/media/FNLLZE_WUAoby4C.jpg'],1,https://pbs.twimg.com/media/FNLLZE_WUAoby4C.jpg,False,15,2,20,,None,,,,,,,[],,,,
1500854273269186566,1500854273269186566,1646666517000.0,2022-03-07 16:21:57,+0200,,"From 24 Feb—6 March, we recorded 1,207 civilian casualties in context of Russia’s military action against #Ukraine: 406 killed, incl 27 children; 801 injured, incl 42 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update  https://t.co/tGP91adRiJ  https://t.co/Ny5Ac90dNj",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,1,16,https://twitter.com/UNHumanRightsUA/status/1500854273269186566,['https://ukraine.un.org/en/174015-ukraine-civilian-casualties-2400-6-march-2022'],['https://pbs.twimg.com/media/FNQZSQ5XMAAyNOu.png'],1,https://pbs.twimg.com/media/FNQZSQ5XMAAyNOu.png,False,8,6,16,,None,,,,,,,[],,,,
1501207144477175809,1501207144477175809,1646750648000.0,2022-03-08 15:44:08,+0200,,"From 24 Feb—7 March, we recorded 1,335 civilian casualties in context of Russia’s armed attack against #Ukraine: 474 killed, incl 29 children; 861 injured, incl 44 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update  https://t.co/VDcVWYo5ML  https://t.co/eN29ep16ii",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,2,15,https://twitter.com/UNHumanRightsUA/status/1501207144477175809,['https://ukraine.un.org/en/174170-ukraine-civilian-casualties-2400-7-march-2022'],['https://pbs.twimg.com/media/FNVbXaBXIAA1xFp.png'],1,https://pbs.twimg.com/media/FNVbXaBXIAA1xFp.png,False,56,11,56,,None,,,,,,,[],,,,
1501566021127319553,1501566021127319553,1646836211000.0,2022-03-09 15:30:11,+0200,,UN human rights experts call on the Russian Federation to immediately end the invasion of #Ukraine to avoid further bloodshed and loss of life. Read the full statement here —  https://t.co/JwDOfuldHR  https://t.co/axqGe5rd1l,en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,3,15,https://twitter.com/UNHumanRightsUA/status/1501566021127319553,['https://www.ohchr.org/EN/NewsEvents/Pages/DisplayNews.aspx?NewsID=28231&LangID=E'],['https://pbs.twimg.com/media/FNaiPwiWYAYuzxH.png'],1,https://pbs.twimg.com/media/FNaiPwiWYAYuzxH.png,False,10,1,9,,None,,,,,,,[],,,,
1501599098356576270,1501599098356576270,1646844098000.0,2022-03-09 17:41:38,+0200,,"From 24 Feb—8 March, we recorded 1,424 civilian casualties in context of Russia’s armed attack against #Ukraine: 516 killed, incl 37 children; 908 injured, incl 50 children, mostly caused by shelling &amp; airstrikes. Real toll is much higher. Full update  https://t.co/2RaQpyPBv3  https://t.co/Ceb4vnUKkp",en,['ukraine'],[],1112803927265853441,1112803927265853441,UNHumanRightsUA,UNHumanRightsUkraine,3,17,https://twitter.com/UNHumanRightsUA/status/1501599098356576270,['https://ukraine.un.org/en/174328-ukraine-civilian-casualties-2400-8-march-2022'],['https://pbs.twimg.com/media/FNbAYFRXEAMox3X.png'],1,https://pbs.twimg.com/media/FNbAYFRXEAMox3X.png,False,82,42,62,,None,,,,,,,[],,,,
