"Jan 03, 2022",78.25
"Jan 04, 2022",79.39
"Jan 05, 2022",80.6
"Jan 06, 2022",81.99
"Jan 07, 2022",82.28
"Jan 10, 2022",81.56
"Jan 11, 2022",84.98
"Jan 12, 2022",85.83
"Jan 13, 2022",85.8
"Jan 14, 2022",87.17
"Jan 17, 2022",87.82
"Jan 18, 2022",88.83
"Jan 19, 2022",89.64
"Jan 20, 2022",89.75
"Jan 21, 2022",89.75
"Jan 24, 2022",87.74
"Jan 25, 2022",89.49
"Jan 26, 2022",91.22
"Jan 27, 2022",90.7
"Jan 28, 2022",91.47
"Jan 31, 2022",92.35
"Feb 01, 2022",90.24
"Feb 02, 2022",91.43
"Feb 03, 2022",92.99
"Feb 04, 2022",96.86
"Feb 07, 2022",97.28
"Feb 08, 2022",96.07
"Feb 09, 2022",94.95
"Feb 10, 2022",96.37
"Feb 11, 2022",97.5
"Feb 14, 2022",101.66
"Feb 15, 2022",98.43
"Feb 16, 2022",97.44
"Feb 17, 2022",95.28
"Feb 18, 2022",96.18
"Feb 21, 2022",98.95
"Feb 22, 2022",98.73
"Feb 23, 2022",99.29
"Feb 24, 2022",101.29
"Feb 25, 2022",98.56
"Feb 28, 2022",103.08
"Mar 01, 2022",110.93
"Mar 02, 2022",118.94
"Mar 03, 2022",115.36
"Mar 04, 2022",123.86
"Mar 07, 2022",129.02
"Mar 08, 2022",133.18
"Mar 09, 2022",116.58
"Mar 10, 2022",114.54
"Mar 11, 2022",118.11
"Mar 14, 2022",110.39
"Mar 15, 2022",105.14
"Mar 16, 2022",104.61
"Mar 17, 2022",113.5
"Mar 18, 2022",114.32
"Mar 21, 2022",122.29
"Mar 22, 2022",121.53
"Mar 23, 2022",127.52
"Mar 24, 2022",123.98
"Mar 25, 2022",122.67
"Mar 28, 2022",114.5
"Mar 29, 2022",112.79
"Mar 30, 2022",115.59
"Mar 31, 2022",107.29
"Apr 01, 2022",106.13
"Apr 04, 2022",108.15
